PLL,invmoves,cross_color,TruncatedCaseURL
Ga,zy2'DR'U'RUD'R2'UR'URU'RU'R2'U2'y,red,visualcube.php?size=175&case=y\'U2R2UR\'UR\'U\'RU\'R2DU\'R\'URD\'y2z\'
Ga,yDR'U'RUD'R2'UR'URU'RU'R2'U2'y,white,visualcube.php?size=175&case=y\'U2R2UR\'UR\'U\'RU\'R2DU\'R\'URD\'y\'
Ga,x'yDR'U'RUD'R2'UR'URU'RU'R2'U2'y,blue,visualcube.php?size=175&case=y\'U2R2UR\'UR\'U\'RU\'R2DU\'R\'URD\'y\'x
Ga,x2'yDR'U'RUD'R2'UR'URU'RU'R2'U2'y,yellow,visualcube.php?size=175&case=y\'U2R2UR\'UR\'U\'RU\'R2DU\'R\'URD\'y\'x2
Ga,xyDR'U'RUD'R2'UR'URU'RU'R2'U2'y,green,visualcube.php?size=175&case=y\'U2R2UR\'UR\'U\'RU\'R2DU\'R\'URD\'y\'x\'
Ga,z'yDR'U'RUD'R2'UR'URU'RU'R2'U2'y,orange,visualcube.php?size=175&case=y\'U2R2UR\'UR\'U\'RU\'R2DU\'R\'URD\'y\'z
Ga,zyDR'U'RUD'R2'UR'URU'RU'R2'U2'y,red,visualcube.php?size=175&case=y\'U2R2UR\'UR\'U\'RU\'R2DU\'R\'URD\'y\'z\'
Ga,DR'U'RUD'R2'UR'URU'RU'R2'Uy,white,visualcube.php?size=175&case=y\'U\'R2UR\'UR\'U\'RU\'R2DU\'R\'URD\'
Ga,x'DR'U'RUD'R2'UR'URU'RU'R2'Uy,blue,visualcube.php?size=175&case=y\'U\'R2UR\'UR\'U\'RU\'R2DU\'R\'URD\'x
Ga,x2'DR'U'RUD'R2'UR'URU'RU'R2'Uy,yellow,visualcube.php?size=175&case=y\'U\'R2UR\'UR\'U\'RU\'R2DU\'R\'URD\'x2
Ga,xDR'U'RUD'R2'UR'URU'RU'R2'Uy,green,visualcube.php?size=175&case=y\'U\'R2UR\'UR\'U\'RU\'R2DU\'R\'URD\'x\'
Ga,z'DR'U'RUD'R2'UR'URU'RU'R2'Uy,orange,visualcube.php?size=175&case=y\'U\'R2UR\'UR\'U\'RU\'R2DU\'R\'URD\'z
Ga,zDR'U'RUD'R2'UR'URU'RU'R2'Uy,red,visualcube.php?size=175&case=y\'U\'R2UR\'UR\'U\'RU\'R2DU\'R\'URD\'z\'
Ga,y'DR'U'RUD'R2'UR'URU'RU'R2'Uy,white,visualcube.php?size=175&case=y\'U\'R2UR\'UR\'U\'RU\'R2DU\'R\'URD\'y
Ga,x'y'DR'U'RUD'R2'UR'URU'RU'R2'Uy,blue,visualcube.php?size=175&case=y\'U\'R2UR\'UR\'U\'RU\'R2DU\'R\'URD\'yx
Ga,x2'y'DR'U'RUD'R2'UR'URU'RU'R2'Uy,yellow,visualcube.php?size=175&case=y\'U\'R2UR\'UR\'U\'RU\'R2DU\'R\'URD\'yx2
Ga,xy'DR'U'RUD'R2'UR'URU'RU'R2'Uy,green,visualcube.php?size=175&case=y\'U\'R2UR\'UR\'U\'RU\'R2DU\'R\'URD\'yx\'
Ga,z'y'DR'U'RUD'R2'UR'URU'RU'R2'Uy,orange,visualcube.php?size=175&case=y\'U\'R2UR\'UR\'U\'RU\'R2DU\'R\'URD\'yz
Ga,zy'DR'U'RUD'R2'UR'URU'RU'R2'Uy,red,visualcube.php?size=175&case=y\'U\'R2UR\'UR\'U\'RU\'R2DU\'R\'URD\'yz\'
Ga,y2'DR'U'RUD'R2'UR'URU'RU'R2'Uy,white,visualcube.php?size=175&case=y\'U\'R2UR\'UR\'U\'RU\'R2DU\'R\'URD\'y2
Ga,x'y2'DR'U'RUD'R2'UR'URU'RU'R2'Uy,blue,visualcube.php?size=175&case=y\'U\'R2UR\'UR\'U\'RU\'R2DU\'R\'URD\'y2x
Ga,x2'y2'DR'U'RUD'R2'UR'URU'RU'R2'Uy,yellow,visualcube.php?size=175&case=y\'U\'R2UR\'UR\'U\'RU\'R2DU\'R\'URD\'y2x2
Ga,xy2'DR'U'RUD'R2'UR'URU'RU'R2'Uy,green,visualcube.php?size=175&case=y\'U\'R2UR\'UR\'U\'RU\'R2DU\'R\'URD\'y2x\'
Ga,z'y2'DR'U'RUD'R2'UR'URU'RU'R2'Uy,orange,visualcube.php?size=175&case=y\'U\'R2UR\'UR\'U\'RU\'R2DU\'R\'URD\'y2z
Ga,zy2'DR'U'RUD'R2'UR'URU'RU'R2'Uy,red,visualcube.php?size=175&case=y\'U\'R2UR\'UR\'U\'RU\'R2DU\'R\'URD\'y2z\'
Ga,yDR'U'RUD'R2'UR'URU'RU'R2'Uy,white,visualcube.php?size=175&case=y\'U\'R2UR\'UR\'U\'RU\'R2DU\'R\'URD\'y\'
Ga,x'yDR'U'RUD'R2'UR'URU'RU'R2'Uy,blue,visualcube.php?size=175&case=y\'U\'R2UR\'UR\'U\'RU\'R2DU\'R\'URD\'y\'x
Ga,x2'yDR'U'RUD'R2'UR'URU'RU'R2'Uy,yellow,visualcube.php?size=175&case=y\'U\'R2UR\'UR\'U\'RU\'R2DU\'R\'URD\'y\'x2
Ga,xyDR'U'RUD'R2'UR'URU'RU'R2'Uy,green,visualcube.php?size=175&case=y\'U\'R2UR\'UR\'U\'RU\'R2DU\'R\'URD\'y\'x\'
Ga,z'yDR'U'RUD'R2'UR'URU'RU'R2'Uy,orange,visualcube.php?size=175&case=y\'U\'R2UR\'UR\'U\'RU\'R2DU\'R\'URD\'y\'z
Ga,zyDR'U'RUD'R2'UR'URU'RU'R2'Uy,red,visualcube.php?size=175&case=y\'U\'R2UR\'UR\'U\'RU\'R2DU\'R\'URD\'y\'z\'
Gb,D'R2UR'UR'U'RU'R2'DU'R'UR,white,visualcube.php?size=175&case=R\'U\'RUD\'R2UR\'URU\'RU\'R2\'D
Gb,x'D'R2UR'UR'U'RU'R2'DU'R'UR,blue,visualcube.php?size=175&case=R\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dx
Gb,x2'D'R2UR'UR'U'RU'R2'DU'R'UR,yellow,visualcube.php?size=175&case=R\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dx2
Gb,xD'R2UR'UR'U'RU'R2'DU'R'UR,green,visualcube.php?size=175&case=R\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dx\'
Gb,z'D'R2UR'UR'U'RU'R2'DU'R'UR,orange,visualcube.php?size=175&case=R\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dz
Gb,zD'R2UR'UR'U'RU'R2'DU'R'UR,red,visualcube.php?size=175&case=R\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dz\'
Gb,y'D'R2UR'UR'U'RU'R2'DU'R'UR,white,visualcube.php?size=175&case=R\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dy
Gb,x'y'D'R2UR'UR'U'RU'R2'DU'R'UR,blue,visualcube.php?size=175&case=R\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dyx
Gb,x2'y'D'R2UR'UR'U'RU'R2'DU'R'UR,yellow,visualcube.php?size=175&case=R\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dyx2
Gb,xy'D'R2UR'UR'U'RU'R2'DU'R'UR,green,visualcube.php?size=175&case=R\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dyx\'
Gb,z'y'D'R2UR'UR'U'RU'R2'DU'R'UR,orange,visualcube.php?size=175&case=R\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dyz
Gb,zy'D'R2UR'UR'U'RU'R2'DU'R'UR,red,visualcube.php?size=175&case=R\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dyz\'
Gb,y2'D'R2UR'UR'U'RU'R2'DU'R'UR,white,visualcube.php?size=175&case=R\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dy2
Gb,x'y2'D'R2UR'UR'U'RU'R2'DU'R'UR,blue,visualcube.php?size=175&case=R\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dy2x
Gb,x2'y2'D'R2UR'UR'U'RU'R2'DU'R'UR,yellow,visualcube.php?size=175&case=R\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dy2x2
Gb,xy2'D'R2UR'UR'U'RU'R2'DU'R'UR,green,visualcube.php?size=175&case=R\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dy2x\'
Gb,z'y2'D'R2UR'UR'U'RU'R2'DU'R'UR,orange,visualcube.php?size=175&case=R\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dy2z
Gb,zy2'D'R2UR'UR'U'RU'R2'DU'R'UR,red,visualcube.php?size=175&case=R\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dy2z\'
Gb,yD'R2UR'UR'U'RU'R2'DU'R'UR,white,visualcube.php?size=175&case=R\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dy\'
Gb,x'yD'R2UR'UR'U'RU'R2'DU'R'UR,blue,visualcube.php?size=175&case=R\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dy\'x
Gb,x2'yD'R2UR'UR'U'RU'R2'DU'R'UR,yellow,visualcube.php?size=175&case=R\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dy\'x2
Gb,xyD'R2UR'UR'U'RU'R2'DU'R'UR,green,visualcube.php?size=175&case=R\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dy\'x\'
Gb,z'yD'R2UR'UR'U'RU'R2'DU'R'UR,orange,visualcube.php?size=175&case=R\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dy\'z
Gb,zyD'R2UR'UR'U'RU'R2'DU'R'UR,red,visualcube.php?size=175&case=R\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dy\'z\'
Gb,D'R2UR'UR'U'RU'R2'DU'R'URU',white,visualcube.php?size=175&case=UR\'U\'RUD\'R2UR\'URU\'RU\'R2\'D
Gb,x'D'R2UR'UR'U'RU'R2'DU'R'URU',blue,visualcube.php?size=175&case=UR\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dx
Gb,x2'D'R2UR'UR'U'RU'R2'DU'R'URU',yellow,visualcube.php?size=175&case=UR\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dx2
Gb,xD'R2UR'UR'U'RU'R2'DU'R'URU',green,visualcube.php?size=175&case=UR\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dx\'
Gb,z'D'R2UR'UR'U'RU'R2'DU'R'URU',orange,visualcube.php?size=175&case=UR\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dz
Gb,zD'R2UR'UR'U'RU'R2'DU'R'URU',red,visualcube.php?size=175&case=UR\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dz\'
Gb,y'D'R2UR'UR'U'RU'R2'DU'R'URU',white,visualcube.php?size=175&case=UR\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dy
Gb,x'y'D'R2UR'UR'U'RU'R2'DU'R'URU',blue,visualcube.php?size=175&case=UR\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dyx
Gb,x2'y'D'R2UR'UR'U'RU'R2'DU'R'URU',yellow,visualcube.php?size=175&case=UR\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dyx2
Gb,xy'D'R2UR'UR'U'RU'R2'DU'R'URU',green,visualcube.php?size=175&case=UR\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dyx\'
Gb,z'y'D'R2UR'UR'U'RU'R2'DU'R'URU',orange,visualcube.php?size=175&case=UR\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dyz
Gb,zy'D'R2UR'UR'U'RU'R2'DU'R'URU',red,visualcube.php?size=175&case=UR\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dyz\'
Gb,y2'D'R2UR'UR'U'RU'R2'DU'R'URU',white,visualcube.php?size=175&case=UR\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dy2
Gb,x'y2'D'R2UR'UR'U'RU'R2'DU'R'URU',blue,visualcube.php?size=175&case=UR\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dy2x
Gb,x2'y2'D'R2UR'UR'U'RU'R2'DU'R'URU',yellow,visualcube.php?size=175&case=UR\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dy2x2
Gb,xy2'D'R2UR'UR'U'RU'R2'DU'R'URU',green,visualcube.php?size=175&case=UR\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dy2x\'
Gb,z'y2'D'R2UR'UR'U'RU'R2'DU'R'URU',orange,visualcube.php?size=175&case=UR\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dy2z
Gb,zy2'D'R2UR'UR'U'RU'R2'DU'R'URU',red,visualcube.php?size=175&case=UR\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dy2z\'
Gb,yD'R2UR'UR'U'RU'R2'DU'R'URU',white,visualcube.php?size=175&case=UR\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dy\'
Gb,x'yD'R2UR'UR'U'RU'R2'DU'R'URU',blue,visualcube.php?size=175&case=UR\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dy\'x
Gb,x2'yD'R2UR'UR'U'RU'R2'DU'R'URU',yellow,visualcube.php?size=175&case=UR\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dy\'x2
Gb,xyD'R2UR'UR'U'RU'R2'DU'R'URU',green,visualcube.php?size=175&case=UR\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dy\'x\'
Gb,z'yD'R2UR'UR'U'RU'R2'DU'R'URU',orange,visualcube.php?size=175&case=UR\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dy\'z
Gb,zyD'R2UR'UR'U'RU'R2'DU'R'URU',red,visualcube.php?size=175&case=UR\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dy\'z\'
Gb,D'R2UR'UR'U'RU'R2'DU'R'URU2',white,visualcube.php?size=175&case=U2R\'U\'RUD\'R2UR\'URU\'RU\'R2\'D
Gb,x'D'R2UR'UR'U'RU'R2'DU'R'URU2',blue,visualcube.php?size=175&case=U2R\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dx
Gb,x2'D'R2UR'UR'U'RU'R2'DU'R'URU2',yellow,visualcube.php?size=175&case=U2R\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dx2
Gb,xD'R2UR'UR'U'RU'R2'DU'R'URU2',green,visualcube.php?size=175&case=U2R\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dx\'
Gb,z'D'R2UR'UR'U'RU'R2'DU'R'URU2',orange,visualcube.php?size=175&case=U2R\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dz
Gb,zD'R2UR'UR'U'RU'R2'DU'R'URU2',red,visualcube.php?size=175&case=U2R\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dz\'
Gb,y'D'R2UR'UR'U'RU'R2'DU'R'URU2',white,visualcube.php?size=175&case=U2R\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dy
Gb,x'y'D'R2UR'UR'U'RU'R2'DU'R'URU2',blue,visualcube.php?size=175&case=U2R\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dyx
Gb,x2'y'D'R2UR'UR'U'RU'R2'DU'R'URU2',yellow,visualcube.php?size=175&case=U2R\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dyx2
Gb,xy'D'R2UR'UR'U'RU'R2'DU'R'URU2',green,visualcube.php?size=175&case=U2R\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dyx\'
Gb,z'y'D'R2UR'UR'U'RU'R2'DU'R'URU2',orange,visualcube.php?size=175&case=U2R\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dyz
Gb,zy'D'R2UR'UR'U'RU'R2'DU'R'URU2',red,visualcube.php?size=175&case=U2R\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dyz\'
Gb,y2'D'R2UR'UR'U'RU'R2'DU'R'URU2',white,visualcube.php?size=175&case=U2R\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dy2
Gb,x'y2'D'R2UR'UR'U'RU'R2'DU'R'URU2',blue,visualcube.php?size=175&case=U2R\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dy2x
Gb,x2'y2'D'R2UR'UR'U'RU'R2'DU'R'URU2',yellow,visualcube.php?size=175&case=U2R\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dy2x2
Gb,xy2'D'R2UR'UR'U'RU'R2'DU'R'URU2',green,visualcube.php?size=175&case=U2R\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dy2x\'
Gb,z'y2'D'R2UR'UR'U'RU'R2'DU'R'URU2',orange,visualcube.php?size=175&case=U2R\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dy2z
Gb,zy2'D'R2UR'UR'U'RU'R2'DU'R'URU2',red,visualcube.php?size=175&case=U2R\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dy2z\'
Gb,yD'R2UR'UR'U'RU'R2'DU'R'URU2',white,visualcube.php?size=175&case=U2R\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dy\'
Gb,x'yD'R2UR'UR'U'RU'R2'DU'R'URU2',blue,visualcube.php?size=175&case=U2R\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dy\'x
Gb,x2'yD'R2UR'UR'U'RU'R2'DU'R'URU2',yellow,visualcube.php?size=175&case=U2R\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dy\'x2
Gb,xyD'R2UR'UR'U'RU'R2'DU'R'URU2',green,visualcube.php?size=175&case=U2R\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dy\'x\'
Gb,z'yD'R2UR'UR'U'RU'R2'DU'R'URU2',orange,visualcube.php?size=175&case=U2R\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dy\'z
Gb,zyD'R2UR'UR'U'RU'R2'DU'R'URU2',red,visualcube.php?size=175&case=U2R\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dy\'z\'
Gb,D'R2UR'UR'U'RU'R2'DU'R'URU,white,visualcube.php?size=175&case=U\'R\'U\'RUD\'R2UR\'URU\'RU\'R2\'D
Gb,x'D'R2UR'UR'U'RU'R2'DU'R'URU,blue,visualcube.php?size=175&case=U\'R\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dx
Gb,x2'D'R2UR'UR'U'RU'R2'DU'R'URU,yellow,visualcube.php?size=175&case=U\'R\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dx2
Gb,xD'R2UR'UR'U'RU'R2'DU'R'URU,green,visualcube.php?size=175&case=U\'R\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dx\'
Gb,z'D'R2UR'UR'U'RU'R2'DU'R'URU,orange,visualcube.php?size=175&case=U\'R\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dz
Gb,zD'R2UR'UR'U'RU'R2'DU'R'URU,red,visualcube.php?size=175&case=U\'R\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dz\'
Gb,y'D'R2UR'UR'U'RU'R2'DU'R'URU,white,visualcube.php?size=175&case=U\'R\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dy
Gb,x'y'D'R2UR'UR'U'RU'R2'DU'R'URU,blue,visualcube.php?size=175&case=U\'R\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dyx
Gb,x2'y'D'R2UR'UR'U'RU'R2'DU'R'URU,yellow,visualcube.php?size=175&case=U\'R\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dyx2
Gb,xy'D'R2UR'UR'U'RU'R2'DU'R'URU,green,visualcube.php?size=175&case=U\'R\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dyx\'
Gb,z'y'D'R2UR'UR'U'RU'R2'DU'R'URU,orange,visualcube.php?size=175&case=U\'R\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dyz
Gb,zy'D'R2UR'UR'U'RU'R2'DU'R'URU,red,visualcube.php?size=175&case=U\'R\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dyz\'
Gb,y2'D'R2UR'UR'U'RU'R2'DU'R'URU,white,visualcube.php?size=175&case=U\'R\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dy2
Gb,x'y2'D'R2UR'UR'U'RU'R2'DU'R'URU,blue,visualcube.php?size=175&case=U\'R\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dy2x
Gb,x2'y2'D'R2UR'UR'U'RU'R2'DU'R'URU,yellow,visualcube.php?size=175&case=U\'R\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dy2x2
Gb,xy2'D'R2UR'UR'U'RU'R2'DU'R'URU,green,visualcube.php?size=175&case=U\'R\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dy2x\'
Gb,z'y2'D'R2UR'UR'U'RU'R2'DU'R'URU,orange,visualcube.php?size=175&case=U\'R\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dy2z
Gb,zy2'D'R2UR'UR'U'RU'R2'DU'R'URU,red,visualcube.php?size=175&case=U\'R\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dy2z\'
Gb,yD'R2UR'UR'U'RU'R2'DU'R'URU,white,visualcube.php?size=175&case=U\'R\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dy\'
Gb,x'yD'R2UR'UR'U'RU'R2'DU'R'URU,blue,visualcube.php?size=175&case=U\'R\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dy\'x
Gb,x2'yD'R2UR'UR'U'RU'R2'DU'R'URU,yellow,visualcube.php?size=175&case=U\'R\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dy\'x2
Gb,xyD'R2UR'UR'U'RU'R2'DU'R'URU,green,visualcube.php?size=175&case=U\'R\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dy\'x\'
Gb,z'yD'R2UR'UR'U'RU'R2'DU'R'URU,orange,visualcube.php?size=175&case=U\'R\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dy\'z
Gb,zyD'R2UR'UR'U'RU'R2'DU'R'URU,red,visualcube.php?size=175&case=U\'R\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dy\'z\'
Gb,D'R2UR'UR'U'RU'R2'DU'R'URy',white,visualcube.php?size=175&case=yR\'U\'RUD\'R2UR\'URU\'RU\'R2\'D
Gb,x'D'R2UR'UR'U'RU'R2'DU'R'URy',blue,visualcube.php?size=175&case=yR\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dx
Gb,x2'D'R2UR'UR'U'RU'R2'DU'R'URy',yellow,visualcube.php?size=175&case=yR\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dx2
Gb,xD'R2UR'UR'U'RU'R2'DU'R'URy',green,visualcube.php?size=175&case=yR\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dx\'
Gb,z'D'R2UR'UR'U'RU'R2'DU'R'URy',orange,visualcube.php?size=175&case=yR\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dz
Gb,zD'R2UR'UR'U'RU'R2'DU'R'URy',red,visualcube.php?size=175&case=yR\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dz\'
Gb,y'D'R2UR'UR'U'RU'R2'DU'R'URy',white,visualcube.php?size=175&case=yR\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dy
Gb,x'y'D'R2UR'UR'U'RU'R2'DU'R'URy',blue,visualcube.php?size=175&case=yR\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dyx
Gb,x2'y'D'R2UR'UR'U'RU'R2'DU'R'URy',yellow,visualcube.php?size=175&case=yR\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dyx2
Gb,xy'D'R2UR'UR'U'RU'R2'DU'R'URy',green,visualcube.php?size=175&case=yR\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dyx\'
Gb,z'y'D'R2UR'UR'U'RU'R2'DU'R'URy',orange,visualcube.php?size=175&case=yR\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dyz
Gb,zy'D'R2UR'UR'U'RU'R2'DU'R'URy',red,visualcube.php?size=175&case=yR\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dyz\'
Gb,y2'D'R2UR'UR'U'RU'R2'DU'R'URy',white,visualcube.php?size=175&case=yR\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dy2
Gb,x'y2'D'R2UR'UR'U'RU'R2'DU'R'URy',blue,visualcube.php?size=175&case=yR\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dy2x
Gb,x2'y2'D'R2UR'UR'U'RU'R2'DU'R'URy',yellow,visualcube.php?size=175&case=yR\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dy2x2
Gb,xy2'D'R2UR'UR'U'RU'R2'DU'R'URy',green,visualcube.php?size=175&case=yR\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dy2x\'
Gb,z'y2'D'R2UR'UR'U'RU'R2'DU'R'URy',orange,visualcube.php?size=175&case=yR\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dy2z
Gb,zy2'D'R2UR'UR'U'RU'R2'DU'R'URy',red,visualcube.php?size=175&case=yR\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dy2z\'
Gb,yD'R2UR'UR'U'RU'R2'DU'R'URy',white,visualcube.php?size=175&case=yR\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dy\'
Gb,x'yD'R2UR'UR'U'RU'R2'DU'R'URy',blue,visualcube.php?size=175&case=yR\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dy\'x
Gb,x2'yD'R2UR'UR'U'RU'R2'DU'R'URy',yellow,visualcube.php?size=175&case=yR\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dy\'x2
Gb,xyD'R2UR'UR'U'RU'R2'DU'R'URy',green,visualcube.php?size=175&case=yR\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dy\'x\'
Gb,z'yD'R2UR'UR'U'RU'R2'DU'R'URy',orange,visualcube.php?size=175&case=yR\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dy\'z
Gb,zyD'R2UR'UR'U'RU'R2'DU'R'URy',red,visualcube.php?size=175&case=yR\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dy\'z\'
Gb,D'R2UR'UR'U'RU'R2'DU'R'URU'y',white,visualcube.php?size=175&case=yUR\'U\'RUD\'R2UR\'URU\'RU\'R2\'D
Gb,x'D'R2UR'UR'U'RU'R2'DU'R'URU'y',blue,visualcube.php?size=175&case=yUR\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dx
Gb,x2'D'R2UR'UR'U'RU'R2'DU'R'URU'y',yellow,visualcube.php?size=175&case=yUR\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dx2
Gb,xD'R2UR'UR'U'RU'R2'DU'R'URU'y',green,visualcube.php?size=175&case=yUR\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dx\'
Gb,z'D'R2UR'UR'U'RU'R2'DU'R'URU'y',orange,visualcube.php?size=175&case=yUR\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dz
Gb,zD'R2UR'UR'U'RU'R2'DU'R'URU'y',red,visualcube.php?size=175&case=yUR\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dz\'
Gb,y'D'R2UR'UR'U'RU'R2'DU'R'URU'y',white,visualcube.php?size=175&case=yUR\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dy
Gb,x'y'D'R2UR'UR'U'RU'R2'DU'R'URU'y',blue,visualcube.php?size=175&case=yUR\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dyx
Gb,x2'y'D'R2UR'UR'U'RU'R2'DU'R'URU'y',yellow,visualcube.php?size=175&case=yUR\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dyx2
Gb,xy'D'R2UR'UR'U'RU'R2'DU'R'URU'y',green,visualcube.php?size=175&case=yUR\'U\'RUD\'R2UR\'URU\'RU\'R2\'Dyx\'
